asset_path	bytes_sent
sub-KW7193/sub-KW7193_ses-083021_image/bc41b240-814f-4acc-8285-ff555db42c52_external_file_0.mp4	176823014358
sub-KW7193/sub-KW7193_ses-083021_image/f5d1e166-ae0d-41e7-a1c6-ff1b8366f19e_external_file_0.mp4	191337358300
sub-KW7193/sub-KW7193_ses-083021_image/e9ad01a0-d405-450e-9e46-656e48880195_external_file_0.mp4	202103492219
sub-KW7193/sub-KW7193_ses-083021_image/5fc47fe3-366f-45f8-bd3b-ed934dc287ce_external_file_0.mp4	236219677146
sub-KW7193/sub-KW7193_ses-083121_image/32d8c65f-6ab5-4566-95ce-a2890f0aec19_external_file_0.mp4	250122274344
sub-KW7193/sub-KW7193_ses-083121_image/bf0e53e4-d0a4-488a-92bc-7fb79117fd0d_external_file_0.mp4	265702637655
sub-KW7193/sub-KW7193_ses-083121_image/631bd2c8-320a-46f2-88cf-2bad28b18fa2_external_file_0.mp4	216137116098
sub-KW7193/sub-KW7193_ses-083121_image/d421ee53-177b-415c-97d5-d9339c2f44c0_external_file_0.mp4	211709788377
sub-KW7193/sub-KW7193_ses-090121_image/013d9b8b-feee-4125-836b-1d14b1296304_external_file_0.mp4	215625507644
sub-KW7193/sub-KW7193_ses-090121_image/3218f3a2-3080-4eef-9796-29063f7a4166_external_file_0.mp4	212622081909
sub-KW7193/sub-KW7193_ses-090121_image/bb001451-a814-4b38-850d-a6a8a5c8d6bd_external_file_0.mp4	85171834094
sub-KW7193/sub-KW7193_ses-090121_image/7640d04a-40e5-4acb-a52f-bc2fee580527_external_file_0.mp4	192540228462
sub-KW7193/sub-KW7193_ses-090221_image/0825056e-13bc-4945-80d3-3c0fe749e816_external_file_0.mp4	218795031518
sub-KW7193/sub-KW7193_ses-090221_image/44a609a2-f145-4609-8966-5240c20e613a_external_file_0.mp4	213813086642
sub-KW7193/sub-KW7193_ses-090221_image/8c688a7e-cfc5-4bb8-a7a0-c7a545d14fc5_external_file_0.mp4	201130112327
sub-KW7193/sub-KW7193_ses-090221_image/264dc1da-15fe-4776-bb8e-d8c4eabf3cd5_external_file_0.mp4	248638820809
sub-KW7193/sub-KW7193_ses-090521_image/358a5b4f-333b-4a5f-ba2e-87af710c23f4_external_file_0.mp4	229861615479
sub-KW7193/sub-KW7193_ses-090521_image/6decd742-1838-4fa9-8f75-41a285b97673_external_file_0.mp4	271018135915
sub-KW7193/sub-KW7193_ses-090621_image/023da66b-149d-4180-b109-7b02fdcf4e0f_external_file_0.mp4	224069212926
sub-KW7193/sub-KW7193_ses-090521_image/8567f3ff-4b64-4ce4-8030-e5adc416533c_external_file_0.mp4	248716971311
sub-KW7193/sub-KW7193_ses-090521_image/f9567f19-1408-4664-ade6-c015b2b1476b_external_file_0.mp4	252238328982
sub-KW7193/sub-KW7193_ses-090621_image/33cc4cec-1136-46a7-a136-2f206510eae3_external_file_0.mp4	290180615811
sub-KW7193/sub-KW7193_ses-090721_image/40f5b5ef-5519-4fc5-97ea-b2b1eb6217e6_external_file_0.mp4	218814520838
sub-KW7193/sub-KW7193_ses-090621_image/41aedc96-19df-4b5b-a596-dda2dd83e948_external_file_0.mp4	258157552712
sub-KW7193/sub-KW7193_ses-090721_image/1c94b76e-1ac9-43f3-936d-3cf43bf63f0e_external_file_0.mp4	238963882074
sub-KW7193/sub-KW7193_ses-090621_image/a7afc0f9-4243-44c3-9b85-e722321228c0_external_file_0.mp4	247983548328
sub-KW7193/sub-KW7193_ses-090721_image/97064f66-10cd-48c1-86e4-7e8342ef1681_external_file_0.mp4	210329295362
sub-KW7193/sub-KW7193_ses-090821_image/1415a33f-63a3-486c-9c58-278901269cb7_external_file_0.mp4	331403576590
sub-KW7193/sub-KW7193_ses-090721_image/d39605b3-495a-463d-a3a0-148e9e160fd7_external_file_0.mp4	197974887494
sub-KW7193/sub-KW7193_ses-090821_image/5ad65ac6-4850-4287-94e3-dac04848de0d_external_file_0.mp4	190531162246
sub-KW7193/sub-KW7193_ses-090821_image/45940b0d-1188-4e09-a979-a3207352b5ae_external_file_0.mp4	203452033055
sub-KW7193/sub-KW7193_ses-090921a_image/2950592e-6598-4b3d-b01b-3005d50dcde0_external_file_0.mp4	81058667922
sub-KW7193/sub-KW7193_ses-090921a_image/0ded567a-8ffb-46d1-8043-15e9d8cba1db_external_file_0.mp4	95822360758
sub-KW7193/sub-KW7193_ses-090921a_image/5818857d-2d33-4e31-b30a-40bc96ff5d17_external_file_0.mp4	95301234306
sub-KW7193/sub-KW7193_ses-090821_image/f8533ba4-bfab-4588-b3df-76f21e38c669_external_file_0.mp4	165388744846
sub-KW7193/sub-KW7193_ses-090921a_image/6c1523ef-549e-438b-b0df-13f0a1f85cfc_external_file_0.mp4	104378734983
sub-KW7193/sub-KW7193_ses-090921b_image/2bcd97f3-9ecf-4812-ab36-f033b5453a7b_external_file_0.mp4	115672625829
sub-KW7193/sub-KW7193_ses-090921b_image/6d2af063-43af-46c5-8a85-b2885afbb5c0_external_file_0.mp4	126873493247
sub-KW7193/sub-KW7193_ses-090921b_image/62936672-5611-4f39-871f-ac9859acd429_external_file_0.mp4	150605488712
sub-KW7193/sub-KW7193_ses-090921b_image/97d5e90d-168e-464c-8ae3-40602d903e1e_external_file_0.mp4	125274859713
